Order ID,Product ID,Customer ID,Location ID,Sales,Quantity,Discount,Profit,Shipping Cost
US-2011-166548,FUR-CH-10000891,RC-19825,798,378.888,2,0.4,-94.752,26.03
IT-2014-4809306,FUR-CH-10001039,MK-18160,793,224.37,3,0.5,-80.82,26.03
ES-2013-4099908,TEC-AC-10002901,JH-15910,150,225.36,8,0.0,8.88,26.02
ES-2014-5779828,OFF-BI-10001984,AF-10885,795,205.68,4,0.0,18.48,26.02
MX-2014-159548,FUR-CH-10003514,CK-12325,31,159.296,2,0.2,3.976,26.01
ES-2014-1182889,OFF-BI-10004801,PT-19090,69,283.986,6,0.1,44.04600000000001,26.0
ID-2014-10783,OFF-EN-10001109,LW-17215,34,197.64,5,0.1,-21.96,26.0
ES-2013-3098610,OFF-BI-10000341,DK-12985,1659,258.9,5,0.0,46.5,25.99
ES-2014-2959093,OFF-ST-10000486,CM-11935,1195,167.832,3,0.1,55.872,25.99
IT-2014-4421359,FUR-CH-10002116,TG-21640,420,211.968,2,0.2,-23.892,25.98
ID-2012-31426,TEC-CO-10000560,GR-14560,140,273.1968,2,0.07,-14.7432,25.98
ID-2014-40358,TEC-MA-10000334,CS-11845,1315,399.735,3,0.5,-48.015,25.98
MZ-2013-9300,OFF-FEL-10002897,BM-1575,50,231.48,4,0.0,60.12,25.98
IR-2014-3190,OFF-FEL-10002837,BD-1725,169,105.72,4,0.0,43.32,25.98
IN-2012-23957,FUR-CH-10004339,KB-16600,30,171.42,2,0.0,34.26,25.97
IN-2013-73342,FUR-CH-10004331,MH-17290,1229,134.91,1,0.0,39.12,25.97
CA-2014-159667,TEC-AC-10002567,PM-19135,458,191.976,3,0.2,38.3952,25.97
GH-2011-8290,OFF-SAN-10002323,CC-2670,696,280.44,6,0.0,131.76,25.97
MX-2012-145597,OFF-EN-10003636,TH-21115,689,134.46,9,0.0,33.48,25.97
MX-2014-166142,TEC-AC-10001082,MP-17965,1000,222.56,4,0.0,13.28,25.96
IN-2011-70269,TEC-CO-10003682,BD-11725,2,446.58,4,0.1,14.82,25.96
IN-2011-45398,OFF-LA-10000707,MA-17560,914,62.208,8,0.1,-4.992,25.96
MX-2013-101868,TEC-CO-10003784,AA-10645,213,598.68024,3,0.002,196.74024,25.95
ES-2013-4092149,OFF-ST-10001974,JH-16180,572,283.2,2,0.0,48.12,25.95
ID-2011-55667,FUR-CH-10001871,RF-19735,1774,160.224,2,0.2,-28.056,25.95
CA-2012-142027,FUR-TA-10002774,JK-15370,124,369.912,3,0.2,-13.8717,25.95
US-2012-126977,FUR-CH-10001973,PF-19120,1,199.764,2,0.1,8.8784,25.95
ES-2014-5375749,FUR-CH-10003772,CR-12730,1545,157.968,3,0.2,39.438,25.94
IN-2012-31258,FUR-CH-10002091,SC-20230,6,164.133,1,0.1,43.743,25.94
CA-2012-168564,FUR-CH-10000785,TT-21220,168,144.784,1,0.2,10.8588,25.94
US-2011-114342,OFF-ST-10004597,LB-16735,1072,306.936,6,0.4,-35.904,25.93
CA-2013-120873,FUR-CH-10000847,BW-11200,2586,290.98,1,0.0,75.6548,25.93
IT-2014-1712246,TEC-CO-10002284,TB-21625,793,132.555,1,0.5,-42.435,25.92
IN-2013-74231,FUR-FU-10000889,KT-16465,1711,250.8,5,0.0,85.2,25.92
IN-2014-29074,OFF-PA-10001979,CS-12250,1391,315.0,14,0.0,91.14,25.92
ID-2011-66083,FUR-CH-10002224,LC-16930,70,478.332,4,0.1,-31.908,25.92
CA-2013-110975,FUR-TA-10002958,DB-12970,1,313.176,2,0.4,-120.0508,25.92
ID-2013-51446,TEC-AC-10000866,VT-21700,1878,641.4,5,0.5,-423.45,25.91
ES-2013-4380115,FUR-FU-10000295,CS-12130,808,136.8,8,0.0,32.64,25.9
US-2011-123001,FUR-BO-10002383,SW-20275,1301,391.86,5,0.4,-45.74,25.89
IT-2014-5245370,OFF-AR-10002485,TS-21610,452,133.2,5,0.0,11.85,25.89
US-2011-144078,TEC-AC-10003857,EM-14140,1954,116.544,4,0.4,1.904,25.88
ES-2014-1472763,TEC-AC-10004586,DK-13225,1451,293.58,7,0.0,108.57,25.88
IN-2011-65033,FUR-CH-10001913,BW-11110,1349,476.361,3,0.1,15.831,25.88
IN-2014-75470,OFF-EN-10003498,CS-12460,56,231.15,5,0.0,85.5,25.88
CA-2013-154081,TEC-PH-10001918,JE-15610,29,222.384,2,0.2,22.2384,25.88
ES-2011-5315807,FUR-CH-10002991,SC-20575,457,152.496,2,0.1,6.756,25.87
ES-2014-4940256,OFF-ST-10004377,BE-11455,2682,283.26,4,0.5,-136.02,25.87
TU-2013-6410,OFF-XER-10003203,TB-11625,720,84.0,8,0.6,-56.88,25.87
MX-2012-110954,TEC-AC-10003571,NM-18445,199,421.96,14,0.0,143.36,25.86
IN-2011-67021,OFF-ST-10004871,NW-18400,1747,185.04,3,0.0,48.06,25.86
IN-2012-13919,OFF-AR-10004218,CW-11905,2683,232.08,8,0.0,48.72,25.86
US-2012-163825,TEC-PH-10004922,LC-16885,1,133.98,2,0.0,33.495,25.86
ES-2014-1995148,TEC-PH-10001937,RB-19795,2339,336.06,2,0.0,57.12,25.85
IN-2011-44803,OFF-SU-10001731,JK-15325,23,80.73,3,0.0,30.6,25.85
MO-2013-6540,TEC-BEL-10003985,LC-6960,906,517.92,2,0.0,243.42,25.85
US-2013-150861,OFF-PA-10001954,EG-13900,1288,182.72,8,0.0,84.0512,25.84
ES-2011-5335590,FUR-FU-10002655,TG-21310,2674,219.75,5,0.0,8.7,25.83
IN-2014-24314,TEC-AC-10001438,RD-19720,418,287.28,7,0.0,48.72,25.83
CA-2014-147333,TEC-AC-10004469,KL-16555,1589,159.8,4,0.0,70.312,25.83
MX-2014-133550,TEC-AC-10002148,SH-20635,1045,512.28,9,0.0,86.94,25.83
ES-2014-3426802,TEC-PH-10003683,SC-20050,1624,520.38,3,0.0,150.84,25.82
IN-2011-68827,TEC-CO-10000562,MZ-17335,237,359.85,1,0.0,79.14,25.82
IN-2013-82505,OFF-EN-10002522,NC-18625,194,153.0,4,0.0,73.44,25.82
KZ-2011-7910,TEC-HEW-10002501,MM-8055,2684,383.904,4,0.7,-831.816,25.82
EN-2013-3990,FUR-ELD-10000963,MM-8280,2685,171.18,6,0.0,35.82,25.82
MX-2011-139199,FUR-BO-10004407,AG-10300,594,226.4,2,0.0,33.96,25.81
ES-2011-3002504,TEC-CO-10002673,AA-10480,1220,191.49,1,0.0,47.85,25.81
IN-2014-76058,FUR-FU-10000496,FO-14305,329,113.16,2,0.0,53.16,25.81
IN-2014-27807,OFF-AR-10000780,JG-15310,86,155.52,9,0.1,44.82,25.81
ID-2013-27856,FUR-CH-10002117,EH-14185,821,297.183,5,0.27,44.733,25.81
CA-2013-104633,OFF-PA-10000241,EA-14035,1563,185.88,6,0.0,83.646,25.81
SA-2014-620,FUR-SAF-10001793,LW-7125,523,459.0,1,0.0,215.73,25.81
ID-2013-53084,TEC-CO-10000825,TH-21100,203,691.6410000000001,5,0.07,-15.009,25.8
IN-2014-23922,TEC-CO-10002587,JK-15730,1171,168.6,1,0.0,79.23,25.8
CA-2013-112123,TEC-PH-10001557,BH-11710,159,479.95,5,0.0,129.5865,25.8
RS-2013-6170,FUR-SAF-10000508,JL-5130,2560,389.79,1,0.0,11.67,25.8
IR-2011-5130,TEC-OKI-10002736,JS-5940,1675,172.98,1,0.0,20.73,25.8
US-2012-109624,FUR-TA-10002979,CR-12625,331,336.8,2,0.2,-33.68,25.8
ES-2012-4825433,OFF-BI-10003616,SC-20020,69,173.88,4,0.1,3.84,25.79
ID-2013-72397,FUR-CH-10004339,EM-14065,140,375.4098,6,0.27,-36.0702,25.79
AG-2014-3130,TEC-SHA-10000052,CC-2100,1134,481.68,2,0.0,178.2,25.79
IN-2014-82176,FUR-TA-10001558,AC-10450,947,379.044,2,0.4,63.144,25.78
CA-2013-160500,FUR-TA-10003748,DM-13015,2686,298.776,3,0.2,7.4694,25.78
CA-2013-118899,FUR-CH-10004754,MC-17275,52,167.888,7,0.2,14.6902,25.78
IN-2012-41261,FUR-BO-10003206,TB-21055,243,587.79,3,0.0,58.77,25.77
US-2014-131912,OFF-ST-10004597,EM-13825,190,204.624,4,0.4,-23.936,25.76
MX-2013-121699,OFF-ST-10001010,AG-10525,742,415.62,3,0.0,8.28,25.76
IN-2014-84234,OFF-ST-10002028,DB-13615,769,274.68,2,0.0,137.34,25.76
EG-2012-3730,FUR-HAR-10002632,RA-9285,184,74.49,1,0.0,28.29,25.76
ES-2014-2964353,OFF-AR-10001672,AH-10210,686,244.35,5,0.0,70.8,25.75
IN-2014-44152,TEC-AC-10001312,GM-14695,556,88.26,2,0.0,28.2,25.75
ID-2014-24293,TEC-PH-10004760,DB-13060,80,162.3978,3,0.17,-23.5422,25.75
TU-2014-890,FUR-HON-10000103,KH-6690,2072,130.92,2,0.6,-147.3,25.75
AG-2014-2830,OFF-BRE-10004073,MO-7800,2687,519.33,1,0.0,98.67,25.75
IT-2012-3986604,OFF-AR-10001190,JL-15175,2431,107.82,4,0.5,-58.26,25.74
US-2014-110149,FUR-BO-10001276,CL-12700,2628,159.408,3,0.6,-47.832,25.74
IN-2012-59538,TEC-MA-10001726,PO-18850,2295,346.32,3,0.0,13.77,25.73
IN-2014-66573,OFF-ST-10001752,TS-21505,143,214.92,4,0.0,36.48,25.73
CA-2012-123155,TEC-AC-10002473,NS-18640,256,113.52,5,0.2,29.799,25.73
CA-2013-2790,TEC-BEL-10003177,LS-6945,1905,81.69,1,0.0,4.89,25.73
MX-2014-120026,FUR-FU-10003886,SC-20695,26,103.68,3,0.0,43.5,25.73
MX-2012-154179,TEC-AC-10001221,ES-14080,380,341.6,5,0.0,88.8,25.72
IT-2014-1903822,OFF-AP-10000005,TC-21295,2394,558.576,2,0.1,-18.624,25.72
MX-2013-159114,OFF-ST-10000619,MA-17560,1101,656.6,5,0.0,223.2,25.71
IN-2011-43641,OFF-SU-10003371,BD-11500,92,335.583,9,0.1,81.783,25.71
IN-2012-13198,TEC-PH-10004664,JK-15730,80,4242.3624,8,0.17,459.9624,25.7
ES-2012-3208808,TEC-PH-10001070,SK-19990,1190,186.8895,3,0.15,59.3595,25.7
US-2011-160444,OFF-ST-10001522,DC-12850,131,220.776,3,0.2,-44.1552,25.69
CA-2013-151092,TEC-PH-10001700,VG-21790,29,211.168,4,0.2,18.4772,25.69
NI-2013-7990,FUR-OFF-10002542,PJ-9015,1714,281.952,2,0.7,-554.508,25.69
US-2014-103926,FUR-BO-10001867,JD-16015,31,149.508,3,0.4,-32.412,25.69
MX-2011-107195,TEC-PH-10003254,SS-20875,1073,221.7,5,0.0,68.7,25.69
MX-2011-111059,TEC-PH-10003877,BS-11755,134,136.14,3,0.0,10.86,25.68
MX-2012-151673,FUR-FU-10004339,SL-20155,380,293.44,4,0.0,67.44,25.67
ES-2012-4076315,OFF-ST-10003641,AJ-10795,1451,304.884,6,0.1,50.724,25.67
CA-2014-145142,FUR-TA-10001857,MC-17605,107,210.98,2,0.0,21.098,25.67
CA-2014-110443,OFF-BI-10001670,CK-12205,1492,150.8,5,0.2,56.55,25.67
CA-2012-100818,OFF-PA-10001125,JM-15265,22,173.488,7,0.2,54.215,25.67
MX-2013-130337,TEC-PH-10003102,JD-16060,1215,444.88,4,0.0,17.76,25.67
US-2013-116771,OFF-PA-10000032,RH-19495,1053,66.624,4,0.2,13.264,25.67
ES-2014-3388526,OFF-PA-10003416,BB-10990,1644,97.92,3,0.0,20.52,25.66
IN-2013-22746,TEC-MA-10002155,GH-14410,984,363.06,3,0.0,32.67,25.66
UG-2012-6570,TEC-APP-10004049,MY-7380,2688,75.69,2,0.7,-121.11,25.66
IR-2013-5880,TEC-SHA-10000244,HJ-4875,2689,295.65,1,0.0,26.58,25.66
MX-2014-106208,OFF-BI-10001504,TG-21640,199,234.92,7,0.0,32.76,25.65
IN-2012-26883,TEC-CO-10003777,JW-15220,290,730.6173,3,0.07,102.0573,25.65
CA-2012-110457,FUR-TA-10001768,DK-13090,52,787.53,3,0.0,165.3813,25.65
ES-2014-5075420,FUR-FU-10001252,AJ-10780,16,581.55,5,0.0,261.6,25.64
IN-2011-12526,TEC-AC-10002649,RR-19315,34,384.21,5,0.1,110.91,25.64
ID-2014-59636,FUR-CH-10001147,CS-12175,2098,299.052,2,0.1,-3.348,25.64
IN-2014-84969,OFF-AP-10000916,CM-11935,431,371.7,2,0.4,43.32,25.64
CA-2014-125199,TEC-PH-10001336,HM-14860,78,309.576,4,0.4,-56.7556,25.64
CA-2012-122406,TEC-PH-10001527,BE-11455,165,128.85,3,0.0,3.8655,25.64
MO-2014-4820,FUR-SAU-10002331,ST-10530,81,387.63,1,0.0,3.87,25.64
ES-2013-2220306,FUR-CH-10001153,JK-15370,1960,307.728,6,0.2,100.008,25.63
ES-2014-2623115,FUR-FU-10004604,JS-15940,2219,342.51,7,0.0,30.66,25.63
ES-2012-3231769,TEC-AC-10002218,ML-18265,1397,207.45,3,0.0,4.14,25.63
CA-2013-115476,TEC-PH-10000673,VM-21835,159,129.98,2,0.0,62.3904,25.63
SA-2013-4050,OFF-ELD-10001694,Dl-3600,13,255.84,2,0.0,46.02,25.63
SL-2011-6640,OFF-KIT-10002678,SH-9975,2583,284.88,4,0.0,59.76,25.63
ES-2012-2229637,OFF-PA-10003868,CD-11920,1396,96.66,2,0.0,3.84,25.62
IT-2014-2185471,OFF-EN-10000927,TB-21175,395,109.08,6,0.0,31.5,25.62
IN-2011-36753,TEC-AC-10002883,MW-18235,914,252.936,4,0.1,87.096,25.62
MX-2013-111010,TEC-CO-10001580,AG-10900,1584,170.77776,2,0.002,57.81776,25.61
MX-2011-119746,TEC-AC-10000890,JK-15205,26,345.28,2,0.0,117.36,25.61
ES-2013-4583195,TEC-CO-10000620,KW-16435,393,378.45,1,0.0,34.05,25.61
CA-2012-144806,OFF-ST-10004804,GH-14425,638,247.104,6,0.2,-58.6872,25.61
US-2013-141257,FUR-BO-10001067,SC-20845,190,249.72,5,0.4,-33.38,25.61
MX-2013-152065,OFF-EN-10002855,CS-12460,990,295.92,9,0.0,133.02,25.61
ES-2012-3349892,TEC-MA-10000331,KM-16375,16,453.747,2,0.15,-74.793,25.6
ES-2014-2524646,OFF-BI-10004446,BF-11275,1358,408.72,8,0.0,118.32,25.6
IN-2013-86439,TEC-AC-10000519,CM-11935,194,170.76,2,0.0,61.44,25.6
TU-2011-9640,OFF-HOO-10003653,JF-5190,2690,910.752,4,0.6,-637.6080000000001,25.6
BU-2013-7380,TEC-CIS-10003501,MH-7455,2124,153.12,1,0.0,4.59,25.6
MX-2012-133137,FUR-CH-10001343,KC-16675,1120,340.38,3,0.0,112.32,25.59
MX-2011-168319,FUR-FU-10000499,GM-14500,199,63.3,5,0.0,24.0,25.59
ES-2012-2488132,OFF-AR-10001529,TS-21085,1813,139.65,5,0.0,15.3,25.59
MX-2013-144785,FUR-CH-10004054,JM-15580,1627,354.32,4,0.0,63.76,25.59
MX-2014-117478,FUR-BO-10000268,TS-21160,1000,151.936,2,0.2,17.056,25.58
IT-2013-4523429,FUR-CH-10002970,BG-11740,951,194.796,7,0.6,-190.134,25.58
ES-2014-1035204,OFF-ST-10001222,MG-17875,209,242.25,5,0.0,0.0,25.58
IN-2011-13667,OFF-ST-10004346,LW-16825,243,109.38,2,0.0,14.16,25.58
CA-2012-141243,TEC-AC-10003198,AH-10465,818,398.4,5,0.2,84.66,25.58
ES-2014-2571250,TEC-MA-10004896,TC-21295,209,364.65,5,0.0,149.4,25.57
IN-2014-45174,OFF-ST-10004830,JL-15235,954,593.73,3,0.0,11.79,25.57
MX-2014-152086,TEC-CO-10002113,KC-16540,2344,488.3214,5,0.002,150.6214,25.56
ES-2011-1808201,OFF-ST-10001173,ES-14020,2691,78.57,5,0.1,-6.18,25.56
CA-2011-134215,TEC-AC-10002473,ML-17395,2329,255.42,9,0.0,104.7222,25.56
MX-2014-140613,TEC-PH-10004074,PS-18970,990,424.1,1,0.0,16.96,25.56
MX-2014-115546,FUR-CH-10001492,JE-15715,2692,368.352,2,0.4,18.392,25.56
ES-2011-2230157,TEC-PH-10000705,JG-15310,1508,388.161,6,0.15,27.261,25.55
IN-2014-32812,TEC-MA-10004553,Co-12640,407,473.847,5,0.17,-5.853,25.55
IN-2013-51075,FUR-CH-10001313,FO-14305,226,166.56,2,0.0,76.56,25.55
ID-2014-51439,FUR-CH-10000026,BV-11245,115,290.1312,3,0.27,-91.4688,25.55
CA-2011-137092,TEC-AC-10001606,LS-16975,22,319.968,4,0.2,71.9928,25.55
MX-2011-115322,TEC-CO-10003370,LW-17215,1000,259.75944,3,0.002,72.31944,25.55
MX-2013-169502,TEC-AC-10001341,AJ-10960,31,183.36,3,0.2,22.92,25.54
IN-2014-78151,OFF-ST-10000007,NH-18610,140,455.9688,4,0.17,181.2888,25.54
ID-2013-29151,TEC-AC-10001352,EB-13930,702,199.26,4,0.1,2.1,25.54
ZA-2013-8130,FUR-RUB-10001380,JK-5730,972,201.48,4,0.0,62.4,25.53
MX-2014-135328,FUR-CH-10000105,NK-18490,1284,203.14,7,0.0,89.32,25.53
MX-2013-102694,TEC-AC-10003159,JS-16030,31,273.664,2,0.2,6.824,25.53
ES-2012-1298741,TEC-CO-10003268,JA-15970,1522,348.66,2,0.0,142.92,25.52
ES-2013-3949502,OFF-AP-10002608,CH-12070,861,342.63,5,0.1,72.33,25.52
US-2014-116652,FUR-CH-10002961,RD-19480,168,218.352,3,0.2,0.0,25.52
IT-2014-1534186,TEC-CO-10003124,VG-21790,956,294.3,2,0.0,138.3,25.51
IN-2014-27352,TEC-MA-10002711,NG-18430,70,153.063,1,0.1,10.203,25.51
CA-2012-130659,FUR-CH-10003535,MS-17365,1,384.174,7,0.1,29.8802,25.51
ES-2011-4709704,OFF-AR-10002681,SS-20590,601,304.38,6,0.0,97.38,25.5
JO-2013-7700,OFF-FEL-10002399,GA-4725,2052,157.44,8,0.0,24.96,25.5
ES-2012-2418365,FUR-FU-10004527,LT-16765,2263,333.54,3,0.0,156.69,25.49
IN-2013-51138,TEC-MA-10003314,LS-17200,1790,416.745,7,0.25,99.855,25.49
IN-2014-25266,TEC-AC-10003659,DM-13015,6,186.786,2,0.1,8.286,25.49
IN-2011-33463,FUR-CH-10000026,HG-14965,56,397.44,3,0.0,15.84,25.49
ID-2013-30201,OFF-ST-10003020,VW-21775,827,339.6858,2,0.17,32.7258,25.49
CA-2014-119494,FUR-CH-10004675,JE-15610,116,523.3919999999999,3,0.2,52.3392,25.49
IZ-2012-7140,OFF-CAR-10001471,BP-1095,1623,169.56,6,0.0,35.46,25.49
MX-2014-143742,TEC-MA-10000366,LE-16810,313,111.4,1,0.0,51.24,25.49
ID-2013-23355,OFF-AR-10002681,MR-17545,80,218.3868,6,0.27,-12.0132,25.48
IN-2011-10286,TEC-MA-10000964,PB-19210,27,148.32,3,0.0,68.22,25.48
MX-2014-153857,OFF-AP-10003043,MC-17605,31,242.64,5,0.2,-18.26,25.47
ES-2014-1010305,TEC-PH-10004450,CA-12310,2625,347.4375,5,0.15,16.2375,25.47
ID-2014-11826,OFF-AP-10000900,TP-21565,142,152.5125,5,0.17,-18.4875,25.47
IN-2013-61288,TEC-MA-10002459,FW-14395,203,422.6028,2,0.17,10.1628,25.47
IN-2011-49241,FUR-BO-10004699,MT-18070,53,575.88,4,0.0,0.0,25.47
ML-2013-5500,FUR-IKE-10000619,MP-8175,916,248.82,2,0.0,19.86,25.47
EG-2011-7790,OFF-JIF-10004822,AJ-795,2693,237.42,6,0.0,90.18,25.47
MX-2011-128356,OFF-SU-10000556,NR-18550,1168,92.34,3,0.0,40.62,25.46
ES-2012-5336654,TEC-MA-10002864,RM-19675,205,253.5,5,0.0,4.95,25.46
ID-2011-69611,OFF-ST-10003306,DL-12925,6,462.1319999999999,4,0.1,-0.108,25.46
CA-2014-139311,TEC-PH-10001557,SF-20965,2694,153.584,2,0.2,13.4386,25.46
CA-2011-127691,TEC-AC-10002567,EM-14065,1,159.98,2,0.0,57.5928,25.45
MX-2013-137568,TEC-AC-10001076,RD-19900,1757,381.6,8,0.0,175.52,25.45
ES-2013-3105987,TEC-MA-10000473,JE-16165,205,416.7,5,0.0,174.9,25.44
IN-2014-65243,FUR-CH-10001695,BE-11455,1961,148.5,2,0.0,1.44,25.44
ID-2014-18665,FUR-CH-10004312,NR-18550,1463,426.6,12,0.25,-5.76,25.44
ES-2014-1848240,TEC-MA-10003079,MG-18205,205,173.82,1,0.0,24.33,25.43
IN-2014-23173,OFF-PA-10001086,HD-14785,984,291.06,6,0.0,72.72,25.43
AO-2014-8210,FUR-ADV-10002889,KD-6345,1099,193.68,4,0.0,11.52,25.43
CA-2011-146640,OFF-BI-10002867,HA-14905,1,334.768,7,0.2,108.7996,25.42
MX-2013-163531,OFF-BI-10003709,FW-14395,227,100.92,3,0.0,9.06,25.41
IN-2012-46259,TEC-MA-10004423,RW-19630,53,1295.28,8,0.0,504.96,25.41
IN-2014-44257,OFF-BI-10002562,SV-20785,139,263.5416,6,0.17,76.1616,25.41
ES-2014-2275791,OFF-ST-10000085,BD-11320,1823,255.744,2,0.1,17.004,25.4
IN-2013-60546,TEC-PH-10001900,SP-20920,115,356.6178,3,0.17,133.1478,25.4
IN-2013-22823,FUR-CH-10003581,KW-16435,203,663.8766,2,0.27,81.8166,25.4
CA-2012-168088,OFF-PA-10000675,CM-12655,131,65.584,2,0.2,23.7742,25.4
SU-2014-3390,OFF-ELD-10001477,JM-5250,1244,395.88,2,0.0,193.98,25.4
MX-2014-143763,FUR-BO-10000746,BH-11710,799,251.16,3,0.0,107.94,25.4
MX-2013-166471,FUR-CH-10003109,BF-11005,1073,381.76,4,0.0,87.76,25.39
ES-2011-1705541,OFF-AR-10004151,TS-21370,907,194.64,4,0.0,34.92,25.39
IN-2014-72313,FUR-FU-10002292,CM-12715,2578,132.03,3,0.0,54.09,25.39
MX-2013-127880,FUR-FU-10002387,SW-20755,199,227.64,7,0.0,100.1,25.39
ES-2013-2028016,OFF-BI-10004220,SP-20620,2017,204.12,7,0.0,59.01,25.38
IN-2011-22970,TEC-CO-10002057,DO-13435,431,427.68,2,0.1,37.98,25.38
IN-2012-11007,TEC-CO-10001382,LS-17245,243,497.16,4,0.0,154.08,25.37
IN-2014-39798,OFF-PA-10003744,MJ-17740,2,81.405,5,0.1,19.755,25.37
CA-2011-110786,TEC-PH-10001425,AJ-10795,168,191.976,3,0.2,19.1976,25.37
TU-2012-5900,FUR-RUB-10003724,EB-4110,479,175.92,4,0.6,-215.52,25.37
IN-2013-67924,FUR-FU-10001640,TP-21415,115,84.8406,2,0.27,11.5806,25.36
ID-2014-27765,TEC-AC-10001703,KM-16720,85,157.41,4,0.45,-108.87,25.36
CA-2012-127754,FUR-CH-10003199,CK-12760,807,266.352,3,0.2,13.3176,25.36
SY-2013-4610,FUR-SAF-10000545,KN-6390,1361,170.19,1,0.0,27.21,25.36
ES-2014-2385129,TEC-PH-10003549,DB-13210,4,461.16,7,0.1,-25.62,25.35
ES-2011-1974768,FUR-BO-10003028,JF-15355,205,338.4,2,0.0,138.72,25.35
ID-2011-41583,TEC-MA-10000354,VG-21805,821,232.1676,7,0.17,-8.4924,25.35
IN-2014-23663,TEC-PH-10003613,BT-11485,125,340.4826,3,0.17,12.2526,25.35
CA-2013-130911,FUR-BO-10004357,DC-12850,438,301.47,3,0.5,-241.176,25.35
ES-2014-4535588,FUR-BO-10004055,MG-17695,837,521.22,7,0.5,-260.61,25.34
ES-2013-3152662,FUR-FU-10002539,BT-11395,1642,342.09,7,0.0,153.93,25.34
IN-2011-15165,OFF-SU-10001618,MG-17680,1267,143.4,5,0.0,51.6,25.34
IN-2013-61274,OFF-AR-10002714,GM-14680,92,321.84,8,0.1,67.92,25.34
MX-2012-140767,FUR-BO-10004113,RB-19795,1351,583.12,2,0.0,274.04,25.34
US-2014-115574,TEC-AC-10000957,CA-12775,190,124.056,3,0.4,-26.904,25.33
IN-2012-60441,TEC-PH-10004933,HF-14995,1629,131.922,2,0.1,46.902,25.33
CA-2014-119914,OFF-AP-10002684,CC-12220,841,243.16,2,0.0,72.94800000000001,25.33
IR-2013-6270,FUR-OFF-10004495,ZD-11925,2576,171.51,1,0.0,58.29,25.33
ES-2013-1347677,OFF-AR-10001606,JK-15370,130,282.66,14,0.0,93.24,25.32
US-2014-160836,FUR-TA-10002855,CC-12475,131,512.19,5,0.3,-65.85300000000001,25.32
TZ-2011-4790,OFF-ELD-10004625,TR-11325,459,86.346,2,0.1,7.626,25.32
US-2014-114398,FUR-BO-10003106,EB-13705,1117,234.816,4,0.4,-82.22399999999999,25.32
RO-2014-6900,FUR-IKE-10003262,KF-6285,2200,340.68,2,0.0,20.4,25.31
IN-2013-40806,TEC-PH-10001990,AC-10450,46,3916.08,6,0.0,1252.98,25.3
ES-2013-4442436,OFF-AR-10003457,DJ-13630,490,340.62,7,0.0,160.02,25.3
IT-2013-3395178,OFF-PA-10003899,MM-18055,72,91.95,5,0.0,4.5,25.3
IN-2012-46259,TEC-MA-10003868,RW-19630,53,373.2,5,0.0,18.6,25.3
IN-2012-15144,FUR-FU-10000526,DK-12835,975,535.35,5,0.0,230.1,25.3
ES-2013-5670479,TEC-MA-10000765,TC-21295,2034,442.935,6,0.15,177.075,25.29
CA-2014-167703,OFF-ST-10001490,MC-17575,619,285.552,2,0.2,35.694,25.29
MX-2011-141894,FUR-BO-10004423,DH-13075,199,165.88,2,0.0,79.6,25.28
ES-2014-5886915,TEC-PH-10004241,BE-11410,136,164.322,2,0.1,-1.878,25.28
IN-2011-44369,OFF-EN-10002140,CD-12790,339,165.24,9,0.0,52.65,25.28
IN-2014-32728,FUR-TA-10002095,BN-11515,278,270.27,1,0.0,10.8,25.28
CA-2011-131905,TEC-PH-10003645,ND-18460,586,161.61,1,0.0,42.0186,25.28
CA-2014-122994,FUR-BO-10004015,MV-17485,1166,359.97,3,0.0,79.1934,25.28
ES-2013-2355379,OFF-SU-10003758,KB-16405,2695,115.8,5,0.0,55.5,25.27
IN-2012-68869,OFF-PA-10004187,MV-17485,154,108.9,5,0.0,6.45,25.27
CA-2013-140935,FUR-BO-10003966,AB-10015,1139,341.96,2,0.0,54.7136,25.27
ES-2012-1484906,OFF-AR-10003629,CD-11980,1237,227.28,4,0.0,34.08,25.25
ES-2011-5532122,TEC-AC-10001486,RD-19810,2696,217.2,5,0.0,21.6,25.25
BK-2014-5210,OFF-BOS-10000363,ME-7320,2697,233.76,8,0.0,30.24,25.25
RS-2013-7260,TEC-HEW-10003829,GT-4710,2698,378.39,1,0.0,185.4,25.25
MX-2012-122756,FUR-BO-10002235,DJ-13420,308,154.368,2,0.2,30.848,25.24
ES-2014-4490505,TEC-AC-10003172,GT-14755,1519,135.63,3,0.0,40.68,25.24
IN-2011-69429,TEC-PH-10004682,CC-12610,820,265.59,3,0.0,58.41,25.24
IN-2012-23089,TEC-MA-10003330,XP-21865,1435,604.5,5,0.0,36.15,25.24
CA-2012-141012,TEC-PH-10004522,TG-21640,1723,140.376,3,0.2,8.7735,25.24
US-2014-103828,OFF-AP-10002344,TB-21400,513,371.268,3,0.4,-61.932,25.24
MX-2013-114048,FUR-BO-10003159,RC-19825,537,458.976,7,0.2,-11.564,25.24
ES-2012-1758527,TEC-AC-10001089,YC-21895,1258,243.81,3,0.0,121.86,25.23
CA-2012-146948,FUR-CH-10004853,MG-17890,855,150.98,1,0.0,43.7842,25.23
ES-2013-5628468,FUR-CH-10002610,TH-21100,524,324.06,2,0.0,9.72,25.22
ID-2014-74728,FUR-CH-10000026,JW-16075,207,158.976,2,0.4,-95.424,25.22
CA-2013-104150,TEC-AC-10004803,AG-10330,756,167.28,12,0.0,23.4192,25.22
